crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Cotton,Harvest,Loamy,5.18,28.98,1.27,1.1,117.0,46.0,19.0,29.13,36.94,866.82,5.7,1.23,Zaid,Drip,Groundwater,8.56,Yes,7.26,South,Low,2.91
Maize,Vegetative,Silt,6.39,38.48,1.03,1.16,76.0,48.5,20.0,25.87,86.36,904.52,7.48,6.51,Rabi,Rainfed,Groundwater,14.31,Yes,31.85,East,Low,16.3
Cotton,Sowing,Clay,6.59,18.53,0.3,0.19,117.0,46.0,19.0,37.98,93.12,799.58,7.23,12.03,Rabi,Sprinkler,River,8.6,Yes,100.27,East,Medium,95.73
Rice,Harvest,Clay,6.56,46.84,0.73,1.32,80.0,47.0,40.0,13.23,39.72,2115.31,10.88,7.09,Kharif,Drip,Reservoir,8.64,Yes,48.58,East,Low,14.37
Rice,Flowering,Loamy,7.94,60.7,1.16,0.52,80.0,47.0,40.0,26.89,33.6,1836.09,6.07,13.31,Rabi,Drip,Reservoir,9.79,No,63.41,North,Medium,45.0
Cotton,Harvest,Clay,6.67,38.7,1.48,0.18,117.0,46.0,19.0,29.67,76.85,1102.79,4.51,5.62,Rabi,Rainfed,Rainwater,2.33,No,81.64,East,Low,30.29
Maize,Harvest,Silt,8.03,36.15,1.0,1.81,76.0,48.5,20.0,35.57,62.29,1402.58,6.72,7.78,Rabi,Sprinkler,Groundwater,7.08,No,78.35,West,Low,31.41
Cotton,Sowing,Sandy,7.62,46.18,0.33,0.19,117.0,46.0,19.0,22.36,63.87,668.71,5.84,18.22,Rabi,Drip,Rainwater,11.08,Yes,18.4,North,Low,8.46
Cotton,Harvest,Clay,7.6,61.48,0.49,2.1,117.0,46.0,19.0,26.66,48.57,1657.46,7.9,3.36,Rabi,Rainfed,Reservoir,3.5,Yes,53.78,East,Low,15.41
Cotton,Sowing,Silt,5.44,12.89,1.57,0.15,117.0,46.0,19.0,31.94,47.31,2358.4,10.21,10.05,Zaid,Drip,River,14.95,Yes,81.54,South,Medium,73.68
Maize,Flowering,Clay,7.18,26.67,0.58,1.58,76.0,48.5,20.0,22.3,26.43,2045.73,5.43,4.24,Kharif,Sprinkler,River,10.07,No,47.6,North,Low,31.19
Cotton,Harvest,Sandy,5.79,33.31,1.52,1.08,117.0,46.0,19.0,30.87,66.96,306.46,9.74,2.13,Zaid,Sprinkler,Rainwater,1.9,No,76.71,North,Low,36.95
Maize,Vegetative,Clay,7.27,33.27,1.15,3.38,76.0,48.5,20.0,21.32,42.0,823.49,5.71,14.58,Zaid,Sprinkler,Rainwater,1.41,Yes,94.1,East,Low,48.14
Rice,Sowing,Silt,5.58,9.55,0.45,1.86,80.0,47.0,40.0,40.08,75.13,1724.0,4.8,5.07,Rabi,Drip,Reservoir,5.94,Yes,19.85,West,Low,13.5
Cotton,Flowering,Silt,6.42,21.4,1.3,1.36,117.0,46.0,19.0,30.37,39.41,1820.03,6.52,1.06,Rabi,Drip,Groundwater,4.1,No,68.07,Central,Medium,71.95
Rice,Harvest,Sandy,4.95,32.55,0.73,2.9,80.0,47.0,40.0,37.21,68.3,437.16,8.1,11.96,Kharif,Canal,Groundwater,11.03,Yes,44.97,North,Low,20.58
Cotton,Vegetative,Loamy,8.1,60.9,1.5,3.04,117.0,46.0,19.0,13.36,45.31,853.63,10.58,16.59,Rabi,Drip,Groundwater,0.67,No,8.34,North,Medium,4.35
Maize,Flowering,Sandy,7.23,37.74,1.52,0.57,76.0,48.5,20.0,30.21,27.52,318.46,7.58,15.76,Zaid,Rainfed,Reservoir,2.83,Yes,63.38,South,Medium,70.76
Cotton,Sowing,Silt,6.93,43.53,1.07,3.26,117.0,46.0,19.0,28.65,51.34,1768.08,8.5,19.17,Kharif,Rainfed,River,13.29,No,97.12,North,Low,48.77
Rice,Flowering,Clay,7.72,40.19,1.18,0.71,80.0,47.0,40.0,25.31,48.16,1242.2,6.32,17.13,Kharif,Sprinkler,Groundwater,1.43,Yes,78.17,Central,Low,47.01
Maize,Harvest,Sandy,7.76,9.39,1.45,1.0,76.0,48.5,20.0,32.53,41.72,201.34,10.28,18.71,Zaid,Drip,River,10.8,No,103.14,Central,High,113.59
Rice,Sowing,Clay,7.05,22.32,1.18,1.77,80.0,47.0,40.0,21.54,29.8,2051.26,5.28,4.0,Rabi,Sprinkler,River,2.57,No,106.7,Central,Low,59.84
Rice,Harvest,Loamy,5.96,13.22,0.77,2.93,80.0,47.0,40.0,14.82,85.02,2155.27,6.07,3.92,Kharif,Rainfed,Groundwater,0.32,No,29.24,West,Low,10.9
Cotton,Vegetative,Loamy,7.12,27.17,1.19,1.91,117.0,46.0,19.0,40.48,54.21,315.69,4.03,2.59,Kharif,Drip,Groundwater,12.83,No,61.9,North,Medium,69.03
Cotton,Harvest,Sandy,4.87,52.06,0.45,0.93,117.0,46.0,19.0,15.16,80.74,1640.27,10.0,8.84,Zaid,Canal,Rainwater,14.09,No,69.83,South,Low,19.64
Cotton,Harvest,Silt,7.3,48.83,0.91,0.25,117.0,46.0,19.0,41.78,73.45,1755.31,10.63,0.74,Zaid,Canal,Groundwater,13.45,No,103.53,East,Low,38.36
Maize,Vegetative,Clay,6.46,42.82,0.52,2.21,76.0,48.5,20.0,15.77,89.96,1371.67,5.96,7.94,Rabi,Rainfed,Rainwater,2.65,Yes,13.8,South,Low,6.11
Cotton,Harvest,Silt,7.56,56.59,0.35,1.53,117.0,46.0,19.0,17.13,26.66,1257.32,6.69,12.71,Kharif,Drip,Groundwater,12.78,No,26.92,South,Low,7.38
Maize,Vegetative,Silt,7.95,58.45,0.5,2.75,76.0,48.5,20.0,27.37,74.14,1722.7,6.87,16.46,Rabi,Rainfed,Rainwater,14.55,Yes,85.71,East,Low,36.55
Maize,Sowing,Sandy,6.54,30.85,1.18,0.14,76.0,48.5,20.0,41.13,73.63,1150.06,7.33,1.41,Kharif,Rainfed,Groundwater,3.61,No,51.49,East,Low,32.1
Rice,Harvest,Loamy,6.38,13.59,0.33,0.76,80.0,47.0,40.0,12.61,65.67,223.85,4.4,3.2,Kharif,Drip,Rainwater,14.35,No,118.23,East,Medium,82.38
Maize,Flowering,Sandy,7.81,15.89,0.3,1.62,76.0,48.5,20.0,33.32,89.49,1215.19,9.93,7.01,Kharif,Canal,Groundwater,14.73,No,118.42,West,Medium,130.07
Maize,Flowering,Clay,8.13,16.68,1.39,0.23,76.0,48.5,20.0,31.67,50.05,1231.17,4.01,5.87,Kharif,Rainfed,Reservoir,13.3,Yes,66.74,Central,Medium,72.19
Rice,Flowering,Loamy,5.16,57.4,1.24,3.34,80.0,47.0,40.0,18.55,93.3,531.1,6.45,12.96,Rabi,Sprinkler,Groundwater,13.68,Yes,34.7,East,Low,16.41
Maize,Sowing,Sandy,5.18,27.35,0.62,2.74,76.0,48.5,20.0,37.26,30.05,518.99,9.6,4.69,Rabi,Rainfed,Reservoir,14.92,Yes,95.59,East,Low,60.25
Cotton,Flowering,Loamy,6.89,44.8,1.01,0.29,117.0,46.0,19.0,21.9,38.7,231.82,7.69,6.44,Rabi,Rainfed,Reservoir,11.2,Yes,104.4,East,Medium,107.97
Cotton,Flowering,Silt,7.53,64.81,1.18,0.25,117.0,46.0,19.0,29.74,65.38,764.8,8.3,10.9,Zaid,Drip,Groundwater,9.63,No,31.84,East,Medium,22.16
Cotton,Harvest,Clay,7.86,21.24,0.37,0.64,117.0,46.0,19.0,34.11,52.09,2077.04,9.92,11.64,Kharif,Drip,Reservoir,11.24,No,34.82,West,Medium,22.26
Maize,Sowing,Silt,4.82,63.4,1.32,1.46,76.0,48.5,20.0,40.44,85.93,1170.16,6.67,6.18,Rabi,Drip,Groundwater,10.96,Yes,7.38,Central,Low,3.34
Rice,Flowering,Loamy,5.43,18.19,1.42,2.97,80.0,47.0,40.0,33.18,93.14,1671.58,8.86,9.87,Zaid,Sprinkler,Reservoir,1.32,Yes,7.51,West,Medium,8.24
Cotton,Vegetative,Loamy,5.14,37.14,1.09,2.5,117.0,46.0,19.0,18.53,52.07,354.11,7.61,5.5,Zaid,Rainfed,River,14.8,No,106.97,North,Low,60.38
Maize,Flowering,Sandy,4.95,63.95,1.25,0.88,76.0,48.5,20.0,34.58,30.38,818.07,4.01,14.81,Kharif,Canal,Reservoir,6.43,Yes,66.14,South,Medium,48.65
Maize,Flowering,Silt,5.41,25.94,0.72,3.04,76.0,48.5,20.0,33.35,79.14,581.02,6.12,2.87,Zaid,Drip,River,5.27,No,86.43,West,Medium,90.62
Rice,Flowering,Silt,7.0,31.0,0.56,1.98,80.0,47.0,40.0,22.56,52.62,273.54,4.7,14.87,Zaid,Rainfed,River,12.73,Yes,109.12,West,Medium,124.3
Rice,Sowing,Sandy,6.38,21.81,0.84,0.94,80.0,47.0,40.0,35.72,46.53,2458.89,5.39,18.76,Rabi,Drip,River,6.02,Yes,95.77,East,Medium,88.35
Rice,Harvest,Sandy,8.05,31.88,0.97,0.14,80.0,47.0,40.0,22.61,43.83,1071.3,7.63,19.13,Rabi,Sprinkler,River,13.27,Yes,40.38,West,Low,14.83
Maize,Sowing,Sandy,5.53,45.42,0.52,3.21,76.0,48.5,20.0,39.63,84.98,1423.78,7.85,17.45,Zaid,Drip,Rainwater,12.78,No,99.91,South,Low,54.5
Rice,Vegetative,Silt,6.09,28.38,0.93,1.71,80.0,47.0,40.0,22.23,34.58,459.02,10.84,14.45,Rabi,Rainfed,Rainwater,3.56,Yes,60.91,East,Low,34.99
Maize,Flowering,Clay,6.38,8.06,0.77,3.0,76.0,48.5,20.0,36.32,39.94,2460.85,5.29,6.13,Zaid,Canal,Reservoir,11.96,Yes,104.05,West,Medium,117.45
Maize,Flowering,Silt,5.78,63.26,1.59,0.49,76.0,48.5,20.0,26.31,82.18,2236.97,4.87,18.01,Zaid,Rainfed,Reservoir,3.92,Yes,27.14,West,Low,13.02
Maize,Harvest,Silt,6.61,23.35,0.32,0.6,76.0,48.5,20.0,16.03,53.69,2183.55,5.97,4.24,Rabi,Canal,River,10.69,No,48.13,West,Low,17.67
Maize,Sowing,Clay,7.17,41.62,1.54,1.78,76.0,48.5,20.0,40.94,25.77,2066.13,6.2,4.66,Zaid,Rainfed,Rainwater,12.04,Yes,114.73,East,Low,65.06
Rice,Vegetative,Clay,6.92,46.83,1.05,2.66,80.0,47.0,40.0,34.65,60.28,1044.4,8.09,4.96,Kharif,Canal,River,1.78,No,84.59,Central,Medium,62.2
Maize,Harvest,Silt,5.44,46.9,1.28,0.75,76.0,48.5,20.0,21.01,71.86,1996.79,7.08,19.45,Rabi,Drip,Groundwater,3.11,No,6.76,East,Low,2.13
Rice,Vegetative,Silt,6.4,56.18,0.97,1.35,80.0,47.0,40.0,40.32,81.47,917.32,4.55,2.44,Rabi,Drip,River,13.86,Yes,79.05,East,Low,38.81
Maize,Harvest,Loamy,7.25,8.55,0.67,3.12,76.0,48.5,20.0,35.37,77.23,1837.7,10.65,7.9,Zaid,Sprinkler,River,10.48,No,71.93,East,Medium,46.96
Maize,Sowing,Silt,6.6,20.55,1.41,3.28,76.0,48.5,20.0,22.93,30.21,1088.83,5.5,11.32,Kharif,Canal,Rainwater,1.67,No,10.63,South,Medium,8.76
Rice,Harvest,Loamy,6.14,45.94,1.08,3.23,80.0,47.0,40.0,30.11,57.33,1012.99,5.87,2.6,Rabi,Sprinkler,Reservoir,3.7,No,43.77,Central,Low,15.25
Rice,Harvest,Clay,5.9,59.02,1.05,2.88,80.0,47.0,40.0,24.8,30.51,1991.58,6.64,1.26,Zaid,Drip,River,10.16,Yes,21.32,West,Low,6.17
Rice,Flowering,Sandy,7.99,31.57,1.41,3.21,80.0,47.0,40.0,36.18,30.39,2320.52,5.01,2.73,Zaid,Rainfed,Rainwater,11.93,Yes,30.68,West,Low,22.06
Cotton,Sowing,Sandy,7.83,42.6,1.57,3.23,117.0,46.0,19.0,39.97,74.7,1614.69,8.85,14.36,Rabi,Sprinkler,Groundwater,4.47,Yes,73.16,West,Low,41.1
Cotton,Sowing,Silt,6.96,35.46,1.29,1.85,117.0,46.0,19.0,16.49,85.38,1794.64,4.62,13.66,Zaid,Rainfed,River,13.72,Yes,112.71,Central,Low,53.74
Cotton,Flowering,Clay,7.43,50.82,0.71,2.25,117.0,46.0,19.0,38.84,75.94,1872.14,7.0,1.61,Kharif,Sprinkler,Reservoir,7.27,No,66.61,North,Medium,58.66
Rice,Vegetative,Clay,4.91,24.07,1.21,2.35,80.0,47.0,40.0,16.65,62.64,2018.61,5.3,17.65,Zaid,Rainfed,River,9.15,Yes,22.96,Central,Medium,17.22
Rice,Sowing,Silt,5.98,40.59,0.84,0.22,80.0,47.0,40.0,28.72,87.83,1954.53,10.11,19.59,Rabi,Canal,River,9.2,Yes,17.4,South,Low,8.98
Cotton,Vegetative,Silt,4.91,31.95,1.01,0.15,117.0,46.0,19.0,19.18,73.09,2299.48,7.24,19.83,Kharif,Rainfed,Groundwater,11.2,Yes,39.91,Central,Low,20.19
Cotton,Sowing,Loamy,5.19,42.03,0.59,3.38,117.0,46.0,19.0,35.81,55.1,2167.61,5.07,16.44,Rabi,Rainfed,Groundwater,13.12,Yes,47.68,East,Low,25.96
Rice,Harvest,Sandy,6.97,33.35,1.57,1.87,80.0,47.0,40.0,35.11,73.31,1238.15,7.39,3.61,Zaid,Canal,Groundwater,8.49,No,8.53,East,Low,3.49
Maize,Vegetative,Silt,7.61,36.25,1.37,1.9,76.0,48.5,20.0,17.47,33.45,368.36,7.17,7.4,Rabi,Canal,Groundwater,9.73,Yes,11.24,Central,Low,6.24
Rice,Vegetative,Loamy,6.52,11.95,1.23,1.4,80.0,47.0,40.0,20.1,75.72,336.96,9.21,12.21,Zaid,Canal,River,10.18,No,26.02,East,Medium,24.94
Cotton,Sowing,Loamy,7.17,50.47,1.38,3.39,117.0,46.0,19.0,13.52,28.82,1018.81,5.97,11.53,Kharif,Sprinkler,Groundwater,14.12,No,23.77,West,Low,9.69
Cotton,Sowing,Loamy,6.8,27.27,0.43,2.54,117.0,46.0,19.0,34.91,48.93,425.86,4.93,13.91,Kharif,Sprinkler,Rainwater,10.27,Yes,80.4,South,Low,54.36
Cotton,Vegetative,Sandy,7.63,28.03,1.18,2.44,117.0,46.0,19.0,20.75,89.27,1008.5,8.63,3.9,Rabi,Sprinkler,Groundwater,7.28,No,73.67,East,Low,39.15
Maize,Vegetative,Loamy,5.05,14.76,0.65,0.89,76.0,48.5,20.0,40.35,65.2,2127.97,7.57,17.48,Rabi,Canal,Reservoir,10.3,No,109.94,Central,High,138.88
Rice,Harvest,Sandy,7.15,16.37,1.32,2.0,80.0,47.0,40.0,38.64,88.73,1636.29,9.79,17.24,Kharif,Drip,River,10.08,Yes,112.04,Central,Medium,75.31
Maize,Vegetative,Sandy,6.62,18.59,1.54,1.31,76.0,48.5,20.0,33.49,46.66,1656.88,4.32,4.72,Zaid,Canal,Groundwater,8.02,Yes,20.68,East,Medium,18.96
Cotton,Flowering,Loamy,6.91,28.99,0.78,1.4,117.0,46.0,19.0,26.26,32.78,1986.28,8.32,18.46,Rabi,Sprinkler,Reservoir,0.96,No,73.85,South,Medium,70.58
Maize,Sowing,Clay,7.83,49.29,0.77,1.06,76.0,48.5,20.0,22.64,94.35,490.87,9.32,18.16,Rabi,Sprinkler,Reservoir,13.77,No,103.17,South,Low,47.78
Cotton,Vegetative,Sandy,5.01,56.23,1.04,3.23,117.0,46.0,19.0,36.19,93.45,2390.87,8.2,6.58,Kharif,Rainfed,River,13.22,Yes,47.46,West,Low,22.51
Maize,Flowering,Clay,7.33,12.25,1.07,3.31,76.0,48.5,20.0,15.15,27.66,275.66,9.44,19.41,Rabi,Drip,Reservoir,2.9,Yes,27.29,East,High,40.72
Cotton,Vegetative,Clay,5.73,48.98,1.59,0.96,117.0,46.0,19.0,18.0,71.8,1463.59,9.38,16.13,Zaid,Drip,Rainwater,2.93,No,65.68,South,Medium,40.11
Cotton,Sowing,Silt,6.66,35.94,0.8,0.73,117.0,46.0,19.0,14.48,31.28,1535.39,4.74,17.09,Rabi,Drip,Rainwater,0.72,Yes,35.86,North,Low,16.75
Rice,Harvest,Sandy,7.53,49.92,1.44,3.06,80.0,47.0,40.0,37.3,89.61,706.73,5.28,15.4,Zaid,Rainfed,Groundwater,13.62,Yes,53.08,North,Low,19.0
Maize,Sowing,Sandy,5.41,55.49,0.69,1.87,76.0,48.5,20.0,22.83,59.3,2113.7,4.56,11.77,Rabi,Rainfed,Rainwater,8.25,Yes,27.1,West,Low,11.4
Rice,Sowing,Loamy,6.01,40.6,0.8,1.99,80.0,47.0,40.0,26.66,44.47,914.34,8.74,11.3,Zaid,Canal,Reservoir,10.75,Yes,112.98,Central,Low,57.17
Cotton,Sowing,Loamy,7.31,17.36,0.74,1.66,117.0,46.0,19.0,40.42,64.7,2313.81,5.85,5.21,Zaid,Rainfed,Groundwater,1.65,Yes,6.86,South,Low,4.67
Maize,Sowing,Silt,6.15,12.04,1.4,2.26,76.0,48.5,20.0,37.08,42.42,507.78,5.26,9.38,Zaid,Rainfed,Rainwater,14.23,Yes,35.26,West,Low,23.79
Cotton,Sowing,Clay,5.69,26.24,1.59,3.43,117.0,46.0,19.0,21.36,93.81,512.97,5.16,10.92,Kharif,Rainfed,Rainwater,13.43,Yes,62.23,Central,Low,34.18
Rice,Vegetative,Sandy,5.97,32.57,0.49,2.98,80.0,47.0,40.0,25.29,54.56,1898.5,10.65,12.11,Rabi,Rainfed,Groundwater,14.11,No,69.32,Central,Medium,53.07
Maize,Vegetative,Loamy,5.62,49.4,1.29,2.08,76.0,48.5,20.0,34.65,50.13,133.62,8.94,12.13,Kharif,Canal,Groundwater,3.99,No,104.28,North,High,136.22
Cotton,Harvest,Sandy,4.87,19.66,0.64,1.38,117.0,46.0,19.0,21.74,43.51,300.34,8.4,11.26,Zaid,Drip,Rainwater,4.8,Yes,37.85,Central,Low,18.65
Rice,Harvest,Loamy,7.43,28.44,1.42,2.17,80.0,47.0,40.0,39.57,36.27,1431.03,6.18,18.36,Zaid,Sprinkler,Groundwater,3.61,Yes,9.29,South,Low,4.12
Cotton,Harvest,Clay,7.57,59.09,0.84,1.53,117.0,46.0,19.0,22.6,87.22,1932.17,7.63,10.83,Kharif,Sprinkler,Rainwater,13.66,Yes,40.06,Central,Low,11.32
Maize,Harvest,Loamy,6.48,29.77,1.1,3.3,76.0,48.5,20.0,15.05,32.7,1686.33,4.92,6.2,Kharif,Sprinkler,Rainwater,1.66,Yes,115.39,Central,Low,39.79
Rice,Harvest,Silt,5.64,12.47,0.96,2.56,80.0,47.0,40.0,40.88,53.51,849.34,5.47,16.16,Rabi,Canal,River,10.97,Yes,115.09,East,Medium,78.29
Rice,Vegetative,Sandy,5.15,29.14,1.21,0.75,80.0,47.0,40.0,15.17,56.95,1907.65,6.76,8.23,Rabi,Canal,Rainwater,2.85,Yes,111.2,South,Low,55.14
Rice,Harvest,Sandy,8.14,50.51,0.75,2.64,80.0,47.0,40.0,38.98,94.12,2218.52,6.98,3.08,Rabi,Rainfed,River,14.56,Yes,1.67,North,Low,0.6
Rice,Harvest,Sandy,7.72,17.85,0.73,2.61,80.0,47.0,40.0,38.73,27.44,1527.61,6.5,19.52,Rabi,Rainfed,Groundwater,5.57,No,69.04,East,Medium,46.44
Maize,Harvest,Clay,5.45,53.51,1.0,0.9,76.0,48.5,20.0,15.64,52.89,493.04,9.38,7.34,Rabi,Rainfed,River,2.11,No,69.65,West,Low,20.04
Rice,Flowering,Clay,6.3,52.2,0.83,2.32,80.0,47.0,40.0,30.19,69.19,1947.09,7.37,11.89,Kharif,Canal,River,9.01,Yes,113.5,South,Medium,91.08
Cotton,Sowing,Sandy,6.11,18.61,1.05,3.26,117.0,46.0,19.0,20.7,44.78,314.26,5.11,1.49,Kharif,Canal,River,6.69,Yes,5.21,Central,Low,3.59
Rice,Vegetative,Silt,5.92,24.52,0.8,0.97,80.0,47.0,40.0,28.39,82.08,286.15,7.54,10.01,Kharif,Rainfed,Groundwater,8.48,No,11.99,Central,High,16.36
Rice,Harvest,Clay,4.96,47.12,0.66,0.5,80.0,47.0,40.0,30.42,81.86,2152.11,6.64,9.22,Kharif,Canal,Rainwater,0.74,Yes,90.91,West,Low,31.4
Maize,Flowering,Loamy,5.16,59.94,1.3,3.25,76.0,48.5,20.0,19.77,67.81,1490.89,4.03,5.59,Zaid,Rainfed,Rainwater,6.4,No,65.74,East,Low,30.64
Maize,Sowing,Sandy,7.06,36.94,1.1,0.92,76.0,48.5,20.0,40.19,43.39,2227.31,5.79,17.93,Zaid,Drip,Groundwater,0.51,Yes,69.11,Central,Low,40.88
Rice,Flowering,Sandy,5.77,31.2,0.98,1.34,80.0,47.0,40.0,24.21,41.61,1015.77,5.19,17.96,Kharif,Drip,Rainwater,12.8,Yes,3.43,South,Low,2.21
Rice,Sowing,Silt,7.98,18.99,0.67,1.13,80.0,47.0,40.0,33.73,27.49,1175.98,9.83,5.82,Rabi,Sprinkler,Groundwater,2.82,Yes,44.17,North,Low,28.41
Rice,Flowering,Silt,4.87,20.95,1.1,0.77,80.0,47.0,40.0,31.63,75.92,397.51,4.54,2.95,Zaid,Rainfed,Rainwater,7.83,No,22.19,North,Medium,26.93
Maize,Vegetative,Silt,6.44,21.92,0.54,2.6,76.0,48.5,20.0,32.02,57.85,1958.53,7.25,13.29,Zaid,Canal,River,9.32,Yes,31.82,Central,Medium,28.35
Cotton,Sowing,Sandy,6.5,58.87,1.48,0.19,117.0,46.0,19.0,19.82,64.58,1829.92,10.3,6.2,Kharif,Rainfed,River,12.3,Yes,50.11,West,Low,19.7
Maize,Vegetative,Sandy,5.25,35.56,1.4,1.31,76.0,48.5,20.0,31.96,88.86,1378.07,9.62,16.76,Rabi,Drip,River,7.94,No,38.42,West,Medium,30.57
Rice,Flowering,Sandy,7.09,62.24,0.71,2.41,80.0,47.0,40.0,12.78,47.15,19.21,10.85,3.45,Zaid,Rainfed,River,2.47,No,76.1,East,Medium,71.2
Maize,Sowing,Silt,7.46,14.4,0.38,1.66,76.0,48.5,20.0,32.8,45.55,687.89,6.6,14.78,Zaid,Canal,Rainwater,11.72,No,36.21,East,Medium,32.98
Maize,Flowering,Sandy,6.81,41.29,0.94,2.13,76.0,48.5,20.0,17.36,65.9,2112.58,5.15,0.79,Kharif,Rainfed,Rainwater,1.0,No,45.78,West,Low,25.1
Cotton,Vegetative,Clay,5.78,24.94,0.81,3.28,117.0,46.0,19.0,32.9,53.69,377.48,10.03,16.43,Kharif,Sprinkler,Groundwater,1.07,Yes,98.98,West,Medium,99.95
Rice,Vegetative,Loamy,5.65,47.4,0.86,2.08,80.0,47.0,40.0,34.55,45.84,761.59,8.34,13.47,Rabi,Sprinkler,Rainwater,5.24,Yes,90.42,North,Medium,66.06
Rice,Vegetative,Sandy,6.71,47.03,0.39,0.73,80.0,47.0,40.0,19.77,30.02,1248.35,10.68,4.72,Rabi,Drip,River,10.32,Yes,90.16,South,Low,40.03
Cotton,Sowing,Loamy,7.58,34.83,1.13,0.37,117.0,46.0,19.0,17.04,77.82,2103.22,4.02,9.12,Kharif,Rainfed,Reservoir,4.65,Yes,99.0,South,Low,47.75
Rice,Harvest,Sandy,6.7,63.46,0.45,3.34,80.0,47.0,40.0,39.27,71.86,49.84,4.06,14.61,Zaid,Rainfed,Rainwater,1.65,No,47.82,North,Medium,32.0
Rice,Vegetative,Clay,5.67,12.31,1.21,0.76,80.0,47.0,40.0,24.81,60.52,506.01,4.47,4.61,Rabi,Drip,Groundwater,4.05,No,2.55,West,Medium,2.19
Maize,Harvest,Clay,5.69,8.19,1.37,2.35,76.0,48.5,20.0,37.97,93.0,2389.73,10.6,8.88,Rabi,Rainfed,Rainwater,11.22,No,101.23,East,Medium,67.64
Maize,Flowering,Clay,5.84,42.26,0.67,0.94,76.0,48.5,20.0,35.01,64.42,90.8,10.49,3.86,Rabi,Rainfed,Groundwater,3.91,Yes,37.56,East,Medium,50.19
Rice,Vegetative,Loamy,4.96,35.16,0.98,1.42,80.0,47.0,40.0,12.53,44.44,378.0,4.22,17.38,Zaid,Rainfed,Groundwater,5.66,Yes,44.11,North,Low,23.87
Cotton,Flowering,Loamy,5.55,15.12,1.56,3.37,117.0,46.0,19.0,41.85,89.41,1414.41,7.8,15.05,Zaid,Rainfed,Rainwater,3.67,Yes,24.19,South,Medium,28.21
Cotton,Harvest,Loamy,7.2,17.72,1.5,3.4,117.0,46.0,19.0,14.21,87.71,846.45,5.23,10.32,Rabi,Canal,River,1.97,Yes,108.89,East,Low,40.58
Rice,Flowering,Silt,7.46,56.57,0.77,0.74,80.0,47.0,40.0,25.85,76.94,522.42,10.02,2.94,Rabi,Rainfed,Reservoir,12.23,No,23.51,West,Low,12.13
Maize,Harvest,Loamy,6.35,57.47,1.31,2.93,76.0,48.5,20.0,38.35,33.95,2496.5,6.94,0.96,Rabi,Canal,River,10.07,Yes,35.47,South,Low,11.85
Rice,Harvest,Sandy,7.17,46.41,1.5,0.76,80.0,47.0,40.0,36.58,74.26,852.76,9.39,1.81,Rabi,Drip,Rainwater,4.28,Yes,78.34,Central,Low,28.84
Rice,Flowering,Clay,8.02,47.67,0.56,1.63,80.0,47.0,40.0,20.55,32.62,2440.39,10.64,2.25,Rabi,Drip,Reservoir,6.62,Yes,73.09,West,Low,39.02
Maize,Flowering,Silt,5.92,62.35,0.99,3.39,76.0,48.5,20.0,20.22,92.4,1733.2,8.95,9.32,Kharif,Sprinkler,Rainwater,3.67,Yes,96.88,North,Low,44.15
Cotton,Sowing,Silt,6.53,56.15,0.46,0.27,117.0,46.0,19.0,19.54,73.75,900.34,8.45,15.4,Zaid,Canal,River,1.8,No,111.34,North,Low,44.95
Rice,Flowering,Loamy,6.68,13.47,1.05,2.8,80.0,47.0,40.0,17.21,45.31,1922.03,4.71,19.13,Kharif,Rainfed,Groundwater,5.45,Yes,30.46,South,Medium,28.48
Maize,Vegetative,Clay,6.33,36.67,0.4,1.77,76.0,48.5,20.0,35.65,35.82,627.72,4.75,17.37,Kharif,Sprinkler,Groundwater,14.89,No,46.95,North,Medium,38.27
Rice,Sowing,Sandy,5.81,31.38,1.48,0.15,80.0,47.0,40.0,19.44,57.95,380.39,7.34,19.93,Kharif,Canal,Reservoir,1.05,Yes,26.02,East,Low,15.23
Cotton,Vegetative,Clay,6.1,55.63,0.96,1.83,117.0,46.0,19.0,15.7,42.92,543.48,8.46,12.97,Rabi,Drip,Reservoir,5.55,No,50.86,West,Medium,28.3
Rice,Vegetative,Loamy,7.64,29.7,1.23,1.72,80.0,47.0,40.0,33.67,69.29,1882.73,10.0,2.09,Kharif,Canal,Reservoir,12.65,Yes,87.43,North,Low,52.01
Rice,Vegetative,Clay,8.09,11.63,1.49,1.27,80.0,47.0,40.0,39.73,39.66,657.85,10.93,16.54,Kharif,Sprinkler,Reservoir,2.99,No,76.05,Central,High,95.85
Rice,Vegetative,Sandy,6.14,10.44,1.18,2.58,80.0,47.0,40.0,12.43,38.32,1959.67,7.82,14.89,Kharif,Drip,Rainwater,12.85,Yes,14.69,Central,Medium,11.17
Cotton,Sowing,Loamy,7.68,31.32,1.24,2.48,117.0,46.0,19.0,17.5,78.18,643.25,8.21,8.77,Rabi,Canal,Groundwater,13.24,Yes,22.85,Central,Low,11.41
Rice,Flowering,Clay,6.68,19.61,1.06,2.09,80.0,47.0,40.0,40.94,55.92,415.9,4.63,9.0,Rabi,Sprinkler,Reservoir,0.35,Yes,49.06,West,Medium,63.61
